X	Y
536	-15514349.000
537	-15504029.000
538	-15502711.000
539	-15513813.000
540	-15518068.000
541	-15513422.000
542	-15510914.000
543	-15504206.000
544	-15504488.000
545	-15508993.000
546	-15509393.000
547	-15507226.000
548	-15508763.000
549	-15512244.000
550	-15512444.000
551	-15514240.000
552	-15513208.000
553	-15515404.000
554	-15516461.000
555	-15515551.000
556	-15513148.000
557	-15509116.000
558	-15507447.000
559	-15505424.000
560	-15505756.000
561	-15510173.000
562	-15513666.000
563	-15516246.000
564	-15514490.000
565	-15509095.000
566	-15509252.000
567	-15516444.000
568	-15514935.000
569	-15507852.000
570	-15508589.000
571	-15519708.000
572	-15517999.000
573	-15502444.000
574	-15493914.000
575	-15489710.000
576	-15495088.000
577	-15512775.000
578	-15513905.000
579	-15500092.000
580	-15496256.000
581	-15499284.000
582	-15505902.000
583	-15513540.000
584	-15510765.000
585	-15493820.000
586	-15495026.000
587	-15511529.000
588	-15519639.000
589	-15521452.000
590	-15523290.000
591	-15525018.000
592	-15521297.000
593	-15510203.000
594	-15508685.000
595	-15514008.000
596	-15516736.000
597	-15515516.000
598	-15515724.000
599	-15514815.000
600	-15514906.000
601	-15513754.000
602	-15516337.000
603	-15522588.000
604	-15524112.000
605	-15523587.000
606	-15518865.000
607	-15507128.000
608	-15505169.000
609	-15509039.000
610	-15510605.000
611	-15514124.000
612	-15514427.000
613	-15512199.000
614	-15512954.000
615	-15517270.000
616	-15514030.000
617	-15501226.000
618	-15501234.000
619	-15514311.000
620	-15514726.000
621	-15502299.000
622	-15501444.000
623	-15512292.000
624	-15519242.000
625	-15522034.000
626	-15517735.000
627	-15508309.000
628	-15509449.000
629	-15522505.000
630	-15529145.000
631	-15533718.000
632	-15531725.000
633	-15523370.000
634	-15520841.000
635	-15519970.000
636	-15516256.000
637	-15512308.000
638	-15507517.000
639	-15503267.000
640	-15498146.000
641	-15496816.000
642	-15495728.000
643	-15496018.000
644	-15500814.000
645	-15511648.000
646	-15513850.000
647	-15506572.000
648	-15501592.000
649	-15497767.000
650	-15503006.000
651	-15519613.000
652	-15527549.000
653	-15530367.000
654	-15528010.000
655	-15521599.000
656	-15518663.000
657	-15512774.000
658	-15510323.000
659	-15509202.000
660	-15510227.000
661	-15510906.000
662	-15510280.000
663	-15509710.000
664	-15508132.000
665	-15505347.000
666	-15503156.000
667	-15502137.000
668	-15504216.000
669	-15509044.000
670	-15511991.000
671	-15514578.000
672	-15509158.000
673	-15497756.000
674	-15491935.000
675	-15495629.000
676	-15497341.000
677	-15500677.000
678	-15510251.000
679	-15527797.000
680	-15532322.000
681	-15531618.000
682	-15519731.000
683	-15494886.000
684	-15487729.000
685	-15495755.000
686	-15504297.000
687	-15513778.000
688	-15513900.000
689	-15500678.000
690	-15495773.000
691	-15496806.000
692	-15495200.000
693	-15490035.000
694	-15492446.000
695	-15503173.000
696	-15504596.000
697	-15497282.000
698	-15496677.000
699	-15501145.000
700	-15501879.000
701	-15495340.000
702	-15467808.000
703	-15407554.000
704	-15283954.000
705	-15091040.000
706	-14824942.000
707	-14468674.000
708	-14072601.000
709	-13632877.000
710	-13152058.000
711	-12632706.000
712	-12115836.000
713	-11592205.000
714	-11057463.000
715	-10509746.000
716	-9976070.000
717	-9462041.000
718	-9020360.000
719	-8649292.000
720	-8337577.500
721	-8087532.000
722	-7899524.000
723	-7776770.000
724	-7728678.000
725	-7754517.000
726	-7867392.500
727	-8061784.000
728	-8343946.000
729	-8719421.000
730	-9141693.000
731	-9601321.000
732	-10141055.000
733	-10765996.000
734	-11352186.000
735	-11901348.000
736	-12418940.000
737	-12912325.000
738	-13347910.000
739	-13719467.000
740	-14035339.000
741	-14295566.000
742	-14519231.000
743	-14711193.000
744	-14887302.000
745	-15041540.000
746	-15153932.000
747	-15229049.000
748	-15290654.000
749	-15343660.000
750	-15385109.000
751	-15413787.000
752	-15435477.000
753	-15452905.000
754	-15464266.000
755	-15468939.000
756	-15468852.000
757	-15464640.000
758	-15458943.000
759	-15454725.000
760	-15464357.000
761	-15488841.000
762	-15497538.000
763	-15492781.000
764	-15486298.000
765	-15474000.000
766	-15473584.000
767	-15487377.000
768	-15493433.000
769	-15491586.000
770	-15490716.000
771	-15491822.000
772	-15494387.000
773	-15499698.000
774	-15502620.000
775	-15505765.000
776	-15500833.000
777	-15493674.000
778	-15491253.000
779	-15492933.000
780	-15488980.000
781	-15476492.000
782	-15476093.000
783	-15484978.000
784	-15493546.000
785	-15504503.000
786	-15504670.000
787	-15499332.000
788	-15498765.000
789	-15499878.000
790	-15492005.000
791	-15472067.000
792	-15472662.000
793	-15492046.000
794	-15496141.000
795	-15491427.000
796	-15493265.000
797	-15505248.000
798	-15508841.000
799	-15509025.000
800	-15508326.000
801	-15508824.000
802	-15503472.000
803	-15490958.000
804	-15490504.000
805	-15505343.000
806	-15502077.000
807	-15481914.000
808	-15478103.000
809	-15493542.000
810	-15498175.000
811	-15496456.000
812	-15497828.000
813	-15502465.000
814	-15508173.000
815	-15515805.000
816	-15516387.000
817	-15509800.000
818	-15504623.000
819	-15501868.000
820	-15505750.000
821	-15513299.000
822	-15516454.000
823	-15517390.000
824	-15516028.000
825	-15511653.000
826	-15508249.000
827	-15504281.000
828	-15508356.000
829	-15517595.000
830	-15521727.000
831	-15521502.000
832	-15519588.000
833	-15512215.000
834	-15504553.000
835	-15499936.000
836	-15497011.000
837	-15500100.000
838	-15499311.000
839	-15490978.000
840	-15496319.000
841	-15511115.000
842	-15512341.000
843	-15497395.000
844	-15490523.000
845	-15490011.000
846	-15495009.000
847	-15507954.000
848	-15508412.000
849	-15495139.000
850	-15489227.000
851	-15491451.000
852	-15494630.000
853	-15499894.000
854	-15503054.000
855	-15506532.000
856	-15503916.000
857	-15498798.000
858	-15487310.000
859	-15464353.000
860	-15459791.000
861	-15468833.000
862	-15476343.000
863	-15484929.000
864	-15492729.000
865	-15503862.000
866	-15499429.000
867	-15481946.000
868	-15472337.000
869	-15470279.000
870	-15475466.000
871	-15490180.000
872	-15492422.000
873	-15479979.000
874	-15479515.000
875	-15491886.000
876	-15495870.000
877	-15497465.000
878	-15494863.000
879	-15488383.000
880	-15484830.000
881	-15486817.000
882	-15490360.000
883	-15497483.000
884	-15500360.000
885	-15499640.000
886	-15496403.000
887	-15486393.000
888	-15480816.000
889	-15483265.000
890	-15482138.000
891	-15477508.000
892	-15483744.000
893	-15497820.000
894	-15498673.000
895	-15487387.000
896	-15486520.000
897	-15495623.000
898	-15498982.000
899	-15491993.000
900	-15491887.000
901	-15493855.000
902	-15496159.000
903	-15499576.000
904	-15499509.000
905	-15497442.000
906	-15494705.000
907	-15492278.000
908	-15489021.000
909	-15485877.000
910	-15490487.000
911	-15502070.000
912	-15503737.000
913	-15496478.000
914	-15491294.000
915	-15492425.000
916	-15492562.000
917	-15492378.000
918	-15493411.000
919	-15488384.000
920	-15490018.000
921	-15499319.000
922	-15497012.000
923	-15485294.000
924	-15483672.000
925	-15491937.000
926	-15491729.000
927	-15483310.000
928	-15484193.000
929	-15495864.000
930	-15498250.000
931	-15494296.000
932	-15486517.000
933	-15477975.000
934	-15474668.000
935	-15478222.000
936	-15484530.000
937	-15494269.000
938	-15500035.000
939	-15500410.000
940	-15497917.000
941	-15490799.000
942	-15490450.000
943	-15495639.000
944	-15497717.000
945	-15499141.000
946	-15494108.000
947	-15481076.000
948	-15472002.000
949	-15464444.000
950	-15466534.000
951	-15478018.000
952	-15481494.000
953	-15476236.000
954	-15468888.000
955	-15461256.000
956	-15461831.000
957	-15470078.000
958	-15479019.000
959	-15486759.000
960	-15479397.000
961	-15452662.000
962	-15443191.000
963	-15452115.000
964	-15448222.000
965	-15436533.000
966	-15440123.000
967	-15459268.000
968	-15465497.000
969	-15454273.000
970	-15453022.000
971	-15461675.000
972	-15460295.000
973	-15452325.000
974	-15448500.000
975	-15448802.000
976	-15445470.000
977	-15436297.000
978	-15437324.000
979	-15448194.000
980	-15450152.000
981	-15442849.000
982	-15437480.000
983	-15427721.000
984	-15425697.000
985	-15432616.000
986	-15420896.000
987	-15392055.000
988	-15390069.000
989	-15412634.000
990	-15418901.000
991	-15416340.000
992	-15403998.000
993	-15382589.000
994	-15377316.000
995	-15388334.000
996	-15386493.000
997	-15373137.000
998	-15353042.000
999	-15319995.000
1000	-15298603.000
1001	-15285375.000
1002	-15275998.000
1003	-15268460.000
1004	-15252516.000
1005	-15221941.000
1006	-15181684.000
1007	-15133865.000
1008	-14918349.000
1009	-14546306.000
1010	-13945815.000
1011	-13114784.000
1012	-11984864.000
1013	-10352052.000
1014	-8557620.000
1015	-6546726.500
1016	-5468375.000
1017	-4588748.000
1018	-4198766.000
1019	-4057660.500
1020	-3939516.250
1021	-3806159.000
1022	-3561473.250
1023	-3185737.250
1024	-2765552.000
1025	-2240691.500
1026	-1817295.250
1027	-1374084.750
1028	-1042214.625
1029	-710143.562
1030	-419603.500
1031	-122303.141
1032	-47702.445
1033	-48185.688
1034	-49173.129
1035	-50590.488
1036	-52332.258
1037	-54664.816
1038	-57142.473
1039	-58999.973
1040	-66560.375
1041	-304671.000
1042	-735898.562
1043	-1507957.375
1044	-2207164.500
1045	-3101675.750
1046	-4094239.750
1047	-5582444.000
1048	-6749182.000
1049	-7693632.000
1050	-8459575.000
1051	-9213199.000
1052	-9973518.000
1053	-10884642.000
1054	-11611677.000
1055	-12161144.000
1056	-12669506.000
1057	-13134586.000
1058	-13549714.000
1059	-13908516.000
1060	-14185352.000
1061	-14374953.000
1062	-14547117.000
1063	-14697298.000
1064	-14810783.000
1065	-14888506.000
1066	-14945128.000
1067	-14980304.000
1068	-15013259.000
1069	-15047787.000
1070	-15079026.000
1071	-15107029.000
1072	-15138238.000
1073	-15173488.000
1074	-15188746.000
1075	-15184580.000
1076	-15211981.000
1077	-15271550.000
1078	-15305032.000
1079	-15315299.000
1080	-15314146.000
1081	-15304211.000
1082	-15304922.000
1083	-15314555.000
1084	-15319043.000
1085	-15316641.000
1086	-15315940.000
1087	-15313578.000
1088	-15310857.000
1089	-15311289.000
1090	-15321638.000
1091	-15337307.000
1092	-15349982.000
1093	-15352851.000
1094	-15361530.000
1095	-15371543.000
1096	-15376740.000
1097	-15379654.000
1098	-15387039.000
1099	-15401120.000
1100	-15404397.000
1101	-15399603.000
1102	-15397954.000
1103	-15398366.000
1104	-15408177.000
1105	-15428727.000
1106	-15421436.000
1107	-15389707.000
1108	-15377424.000
1109	-15383254.000
1110	-15387942.000
1111	-15396177.000
1112	-15407349.000
1113	-15416748.000
1114	-15417096.000
1115	-15409495.000
1116	-15412934.000
1117	-15426799.000
1118	-15432037.000
1119	-15429102.000
1120	-15423247.000
1121	-15413244.000
1122	-15400869.000
1123	-15385626.000
1124	-15392236.000
1125	-15420361.000
1126	-15429398.000
1127	-15415756.000
1128	-15411279.000
1129	-15419047.000
1130	-15420228.000
1131	-15414977.000
1132	-15410675.000
1133	-15406435.000
1134	-15401089.000
1135	-15398600.000
1136	-15406988.000
1137	-15425712.000
1138	-15438683.000
1139	-15442739.000
1140	-15436255.000
1141	-15416592.000
1142	-15401263.000
1143	-15388120.000
1144	-15384259.000
1145	-15391755.000
1146	-15397234.000
1147	-15399978.000
1148	-15409894.000
1149	-15419951.000
1150	-15429379.000
1151	-15437863.000
1152	-15436996.000
1153	-15432193.000
1154	-15422976.000
1155	-15403635.000
1156	-15403802.000
1157	-15423936.000
1158	-15431653.000
1159	-15428475.000
1160	-15412803.000
1161	-15381739.000
1162	-15369427.000
1163	-15374984.000
1164	-15377387.000
1165	-15381689.000
1166	-15384933.000
1167	-15389889.000
1168	-15377868.000
1169	-15349210.000
1170	-15282885.000
1171	-15184159.000
1172	-14868366.000
1173	-14342073.000
1174	-13678404.000
1175	-12883589.000
1176	-11626518.000
1177	-9752528.000
1178	-7970326.500
1179	-6293073.500
1180	-5334054.500
1181	-4532790.500
1182	-4231766.000
1183	-4112297.750
1184	-3965237.750
1185	-3766534.750
1186	-3442627.250
1187	-2971731.000
1188	-2544616.000
1189	-2074395.750
1190	-1698214.625
1191	-1304758.125
1192	-984650.688
1193	-657641.250
1194	-429925.125
1195	-267268.812
1196	-173903.125
1197	-137744.812
1198	-118621.984
1199	-104784.375
1200	-96460.734
1201	-122237.328
1202	-154194.391
1203	-361124.188
1204	-876540.812
1205	-1861954.250
1206	-2718030.250
1207	-3654668.000
1208	-4684936.500
1209	-6139908.500
1210	-7345166.000
1211	-8384952.500
1212	-9253890.000
1213	-10084936.000
1214	-10857078.000
1215	-11731894.000
1216	-12434972.000
1217	-12965764.000
1218	-13426206.000
1219	-13806992.000
1220	-14139715.000
1221	-14435920.000
1222	-14664748.000
1223	-14817354.000
1224	-14949193.000
1225	-15061534.000
1226	-15145793.000
1227	-15197673.000
1228	-15227809.000
1229	-15237973.000
1230	-15257083.000
1231	-15284329.000
1232	-15315722.000
1233	-15350319.000
1234	-15367256.000
1235	-15372823.000
1236	-15377605.000
1237	-15380478.000
1238	-15388418.000
1239	-15403622.000
1240	-15417689.000
1241	-15428500.000
1242	-15438338.000
1243	-15451643.000
1244	-15454814.000
1245	-15450947.000
1246	-15456151.000
1247	-15471725.000
1248	-15471814.000
1249	-15454948.000
1250	-15452783.000
1251	-15467626.000
1252	-15466760.000
1253	-15449847.000
1254	-15442716.000
1255	-15443285.000
1256	-15442599.000
1257	-15440123.000
1258	-15447467.000
1259	-15464171.000
1260	-15473115.000
1261	-15474598.000
1262	-15478253.000
1263	-15485210.000
1264	-15481404.000
1265	-15464245.000
