x,intensity
0,-10350117.000
1,-10268900.000
2,-10231717.000
3,-10238823.000
4,-10226470.000
5,-10196515.000
6,-10178022.000
7,-10170151.000
8,-10146918.000
9,-10114214.000
10,-10081512.000
11,-10053351.000
12,-10013736.000
13,-9969128.000
14,-9924329.000
15,-9884520.000
16,-9854503.000
17,-9834792.000
18,-9803497.000
19,-9763624.000
20,-9719656.000
21,-9669608.000
22,-9609897.000
23,-9540137.000
24,-9492905.000
25,-9468517.000
26,-9426341.000
27,-9362665.000
28,-9305636.000
29,-9259108.000
30,-9215977.000
31,-9177193.000
32,-9147049.000
33,-9121065.000
34,-9079849.000
35,-9028329.000
36,-9002793.000
37,-9011817.000
38,-9003049.000
39,-8984553.000
40,-8979689.000
41,-8989929.000
42,-9006056.000
43,-9024425.000
44,-9040809.000
45,-9057768.000
46,-9086184.000
47,-9131048.000
48,-9167080.000
49,-9201064.000
50,-9229096.000
51,-9255977.000
52,-9285865.000
53,-9319273.000
54,-9374761.000
55,-9453609.000
56,-9509993.000
57,-9541737.000
58,-9581096.000
59,-9627368.000
60,-9669224.000
61,-9710505.000
62,-9740136.000
63,-9756649.000
64,-9769897.000
65,-9777833.000
66,-9795177.000
67,-9821545.000
68,-9827433.000
69,-9809001.000
70,-9786217.000
71,-9761513.000
72,-9724265.000
73,-9673706.000
74,-9648298.000
75,-9655658.000
76,-9640617.000
77,-9607145.000
78,-9589225.000
79,-9587369.000
80,-9561321.000
81,-9512297.000
82,-9457321.000
83,-9393257.000
84,-9342889.000
85,-9304169.000
86,-9253098.000
87,-9186282.000
88,-9120682.000
89,-9054762.000
90,-8990698.000
91,-8929962.000
92,-8861866.000
93,-8788650.000
94,-8708202.000
95,-8622250.000
96,-8562474.000
97,-8524266.000
98,-8483498.000
99,-8440234.000
100,-8371434.500
101,-8277995.000
102,-8206187.000
103,-8156074.500
104,-8112939.000
105,-8074603.000
106,-8072427.000
107,-8109611.000
108,-8127978.500
109,-8130026.500
110,-8141610.500
111,-8161898.500
112,-8194090.500
113,-8230570.500
114,-8279210.500
115,-8340970.500
116,-8398186.000
117,-8446443.000
118,-8521259.000
119,-8618859.000
120,-8686059.000
121,-8722475.000
122,-8798379.000
123,-8920299.000
124,-9023083.000
125,-9106539.000
126,-9167338.000
127,-9205675.000
128,-9250795.000
129,-9300971.000
130,-9344363.000
131,-9380587.000
132,-9397931.000
133,-9398251.000
134,-9415147.000
135,-9449195.000
136,-9476267.000
137,-9496939.000
138,-9472363.000
139,-9406827.000
140,-9382763.000
141,-9396651.000
142,-9390764.000
143,-9362347.000
144,-9330411.000
145,-9290987.000
146,-9256491.000
147,-9226539.000
148,-9204651.000
149,-9186475.000
150,-9150187.000
151,-9093931.000
152,-9054444.000
153,-9030764.000
154,-8987692.000
155,-8922796.000
156,-8878060.000
157,-8849708.000
158,-8788524.000
159,-8695532.000
160,-8649452.000
161,-8652396.000
162,-8626796.000
163,-8565996.000
164,-8521068.000
165,-8486828.000
166,-8453612.000
167,-8426348.000
168,-8400044.000
169,-8372204.000
170,-8371436.500
171,-8395180.000
172,-8422572.000
173,-8457452.000
174,-8485036.000
175,-8509484.000
176,-8545580.000
177,-8586988.000
178,-8652268.000
179,-8742892.000
180,-8810860.000
181,-8851949.000
182,-8938797.000
183,-9073197.000
184,-9158765.000
185,-9200493.000
186,-9265773.000
187,-9353581.000
188,-9416365.000
189,-9456813.000
190,-9511213.000
191,-9579949.000
192,-9638765.000
193,-9687084.000
194,-9720685.000
195,-9737837.000
196,-9757293.000
197,-9778733.000
198,-9787885.000
199,-9786752.000
200,-9782656.000
201,-9777773.000
202,-9785517.000
203,-9802797.000
204,-9820845.000
205,-9840237.000
206,-9855469.000
207,-9866669.000
208,-9881453.000
209,-9899950.000
210,-9907950.000
211,-9905262.000
212,-9918445.000
213,-9942893.000
214,-9979821.000
215,-10030957.000
216,-10055213.000
217,-10054509.000
218,-10054125.000
219,-10048941.000
220,-10043628.000
221,-10037354.000
222,-10054189.000
223,-10089325.000
224,-10109037.000
225,-10113389.000
226,-10120173.000
227,-10129645.000
228,-10136174.000
229,-10139310.000
230,-10135214.000
231,-10123118.000
232,-10112302.000
233,-10103342.000
234,-10118509.000
235,-10152942.000
236,-10163758.000
237,-10148398.000
238,-10142190.000
239,-10148782.000
240,-10145389.000
241,-10126318.000
242,-10137710.000
243,-10173870.000
244,-10174318.000
245,-10137070.000
246,-10126638.000
247,-10141230.000
248,-10149102.000
249,-10148526.000
250,-10145838.000
251,-10142510.000
252,-10131886.000
253,-10110254.000
254,-10097838.000
255,-10093742.000
256,-10097646.000
257,-10106990.000
258,-10101870.000
259,-10087726.000
260,-10077294.000
261,-10073262.000
262,-10068462.000
263,-10058990.000
264,-10049070.000
265,-10037935.000
266,-10040687.000
267,-10060910.000
268,-10054254.000
269,-10022638.000
270,-10001454.000
271,-9989230.000
272,-9976174.000
273,-9965934.000
274,-9967214.000
275,-9984174.000
276,-9974126.000
277,-9940526.000
278,-9898094.000
279,-9852078.000
280,-9816814.000
281,-9798318.000
282,-9789486.000
283,-9790958.000
284,-9772078.000
285,-9737070.000
286,-9713454.000
287,-9699438.000
288,-9656238.000
289,-9587311.000
290,-9529711.000
291,-9479727.000
292,-9400495.000
293,-9292783.000
294,-9214959.000
295,-9167662.000
296,-9101870.000
297,-9018926.000
298,-8929262.000
299,-8832686.000
300,-8731950.000
301,-8623471.000
302,-8529134.000
303,-8444974.000
304,-8344238.500
305,-8222766.500
306,-8134894.000
307,-8074286.000
308,-8006958.000
309,-7934638.500
310,-7902062.500
311,-7905006.500
312,-7888366.500
313,-7853614.500
314,-7840622.500
315,-7849838.500
316,-7862894.500
317,-7878958.500
318,-7930222.500
319,-8016110.500
320,-8090926.500
321,-8159086.500
322,-8241326.500
323,-8330990.500
324,-8412527.000
325,-8483823.000
326,-8582190.000
327,-8703534.000
328,-8796269.000
329,-8857198.000
330,-8899887.000
331,-8929327.000
332,-8958255.000
333,-8984239.000
334,-9017839.000
335,-9055983.000
336,-9068847.000
337,-9057263.000
338,-9016367.000
339,-8948335.000
340,-8899951.000
341,-8872751.000
342,-8826159.000
343,-8755055.000
344,-8679791.000
345,-8602351.000
346,-8502319.000
347,-8382383.500
348,-8277935.000
349,-8186799.000
350,-8088623.000
351,-7983599.000
352,-7852975.000
353,-7694895.000
354,-7563375.000
355,-7457135.500
356,-7350575.500
357,-7242991.500
358,-7137263.500
359,-7034415.500
360,-6934639.500
361,-6830447.500
362,-6723951.500
363,-6615152.000
364,-6570160.000
365,-6590191.500
366,-6623983.500
367,-6672943.500
368,-6730031.500
369,-6799215.500
370,-6860463.500
371,-6916336.000
372,-7033647.500
373,-7215599.500
374,-7380591.500
375,-7529839.500
376,-7684271.500
377,-7836143.500
378,-7974831.500
379,-8098351.500
380,-8220783.500
381,-8343983.500
382,-8437231.000
383,-8505071.000
384,-8570415.000
385,-8638767.000
386,-8680624.000
387,-8700208.000
388,-8698736.000
389,-8674032.000
390,-8648367.000
391,-8620242.000
392,-8599315.000
393,-8588208.000
394,-8545200.000
395,-8474416.000
396,-8406320.000
397,-8335087.500
398,-8292783.500
399,-8277807.500
400,-8250031.500
401,-8211439.500
402,-8157680.000
403,-8091568.000
404,-7995311.500
405,-7874223.500
406,-7791855.500
407,-7758575.500
408,-7721071.500
409,-7676847.000
410,-7624239.500
411,-7559408.000
412,-7534064.000
413,-7552943.500
414,-7549295.500
415,-7515119.500
416,-7530927.500
417,-7593839.500
418,-7662831.500
419,-7734127.500
420,-7830127.500
421,-7952880.000
422,-8067248.000
423,-8179119.500
424,-8294000.000
425,-8413616.000
426,-8525680.000
427,-8632944.000
428,-8748016.000
429,-8870320.000
430,-8982128.000
431,-9083184.000
432,-9158255.000
433,-9208303.000
434,-9274224.000
435,-9353711.000
436,-9407343.000
437,-9435375.000
438,-9463407.000
439,-9492335.000
440,-9527343.000
