x,intensity
0,-16452552.000
1,-16440999.000
2,-16441285.000
3,-16428499.000
4,-16428562.000
5,-16439844.000
6,-16434941.000
7,-16423231.000
8,-16422963.000
9,-16433939.000
10,-16443096.000
11,-16448595.000
12,-16445984.000
13,-16435454.000
14,-16429724.000
15,-16431838.000
16,-16424652.000
17,-16404486.000
18,-16400394.000
19,-16420108.000
20,-16432448.000
21,-16431596.000
22,-16431093.000
23,-16430841.000
24,-16433015.000
25,-16439298.000
26,-16443532.000
27,-16440928.000
28,-16433606.000
29,-16432391.000
30,-16440310.000
31,-16444520.000
32,-16443548.000
33,-16436987.000
34,-16428978.000
35,-16435168.000
36,-16444974.000
37,-16442075.000
38,-16435684.000
39,-16430237.000
40,-16428588.000
41,-16436671.000
42,-16441404.000
43,-16436275.000
44,-16436770.000
45,-16442479.000
46,-16443183.000
47,-16444827.000
48,-16448261.000
49,-16448074.000
50,-16445782.000
51,-16446504.000
52,-16441276.000
53,-16433979.000
54,-16434224.000
55,-16441064.000
56,-16448148.000
57,-16446107.000
58,-16438106.000
59,-16437648.000
60,-16441822.000
61,-16438312.000
62,-16437840.000
63,-16442458.000
64,-16443633.000
65,-16438898.000
66,-16436048.000
67,-16441717.000
68,-16444879.000
69,-16444017.000
70,-16443701.000
71,-16443184.000
72,-16440546.000
73,-16437487.000
74,-16437120.000
75,-16443236.000
76,-16446155.000
77,-16446109.000
78,-16448161.000
79,-16443719.000
80,-16435287.000
81,-16431570.000
82,-16431708.000
83,-16428692.000
84,-16430360.000
85,-16436183.000
86,-16404079.000
87,-16274281.000
88,-15983084.000
89,-15542198.000
90,-15054471.000
91,-14412847.000
92,-13371154.000
93,-11786842.000
94,-9573719.000
95,-7179954.000
96,-5611251.500
97,-5237861.500
98,-5426977.000
99,-5542368.000
100,-5664602.500
101,-6049122.000
102,-6639204.000
103,-7174927.500
104,-7841217.000
105,-8777921.000
106,-9549823.000
107,-10161468.000
108,-10794145.000
109,-11361971.000
110,-11864801.000
111,-12369575.000
112,-12896948.000
113,-13389154.000
114,-13816254.000
115,-14186228.000
116,-14502595.000
117,-14763719.000
118,-14976911.000
119,-15170013.000
120,-15352620.000
121,-15505374.000
122,-15630924.000
123,-15749977.000
124,-15858290.000
125,-15964077.000
126,-16048239.000
127,-16106193.000
128,-16158361.000
129,-16218333.000
130,-16265886.000
131,-16295559.000
132,-16315207.000
133,-16339220.000
134,-16359347.000
135,-16368541.000
136,-16374652.000
137,-16384411.000
138,-16397625.000
139,-16407997.000
140,-16413419.000
141,-16414186.000
142,-16413503.000
143,-16409228.000
144,-16409276.000
145,-16415265.000
146,-16415868.000
147,-16411100.000
148,-16412571.000
149,-16421204.000
150,-16420803.000
151,-16415389.000
152,-16414249.000
153,-16417884.000
154,-16424134.000
155,-16426610.000
156,-16430836.000
157,-16434019.000
158,-16427781.000
159,-16422496.000
160,-16425042.000
161,-16423617.000
162,-16422236.000
163,-16420697.000
164,-16414037.000
165,-16414701.000
166,-16420502.000
167,-16422011.000
168,-16428345.000
169,-16436811.000
170,-16440881.000
171,-16443613.000
172,-16440357.000
173,-16435295.000
174,-16435003.000
175,-16437866.000
176,-16441638.000
177,-16438820.000
178,-16427835.000
179,-16426849.000
180,-16437965.000
181,-16439188.000
182,-16438048.000
183,-16441403.000
184,-16436924.000
185,-16429379.000
186,-16426395.000
187,-16431908.000
188,-16437382.000
189,-16435073.000
190,-16432642.000
191,-16435134.000
192,-16439239.000
193,-16437427.000
194,-16436015.000
195,-16437869.000
196,-16434626.000
197,-16428503.000
198,-16423694.000
199,-16425325.000
200,-16424839.000
201,-16420207.000
202,-16425057.000
203,-16430970.000
204,-16429575.000
205,-16429565.000
206,-16436571.000
207,-16441357.000
208,-16441282.000
209,-16439955.000
210,-16430355.000
211,-16424355.000
212,-16430749.000
213,-16435514.000
214,-16434634.000
215,-16429321.000
216,-16417077.000
217,-16400982.000
218,-16394613.000
219,-16397634.000
220,-16403638.000
221,-16409561.000
222,-16415639.000
223,-16421211.000
224,-16421460.000
225,-16418116.000
226,-16414571.000
227,-16412358.000
228,-16419466.000
229,-16431279.000
230,-16436731.000
231,-16435436.000
232,-16438718.000
233,-16442563.000
234,-16445173.000
235,-16446544.000
236,-16448643.000
237,-16449517.000
238,-16444637.000
239,-16439867.000
240,-16440196.000
241,-16440527.000
242,-16443154.000
243,-16448707.000
244,-16450924.000
245,-16450278.000
246,-16443115.000
247,-16426686.000
248,-16425332.000
249,-16438977.000
250,-16440917.000
251,-16432386.000
252,-16432195.000
253,-16439257.000
254,-16443743.000
255,-16446302.000
256,-16443988.000
257,-16441023.000
258,-16442733.000
259,-16445932.000
260,-16448015.000
261,-16444396.000
262,-16435795.000
263,-16431741.000
264,-16431872.000
265,-16434789.000
266,-16434520.000
267,-16435008.000
268,-16437092.000
269,-16438167.000
270,-16443309.000
271,-16448135.000
272,-16448836.000
273,-16443469.000
274,-16437763.000
