X	Y
252	-4922232.500
253	-5576055.500
254	-6102455.000
255	-6504054.500
256	-6796150.500
257	-6958198.000
258	-7022901.500
259	-7020725.500
260	-6972598.000
261	-6895605.000
262	-6801523.500
263	-6669237.500
264	-6513783.000
265	-6366903.000
266	-6233207.500
267	-6111479.500
268	-6013815.500
269	-5951607.000
270	-5911735.000
271	-5912631.500
272	-5993655.500
273	-6158199.000
274	-6377782.500
275	-6663606.000
276	-7007222.000
277	-7366388.500
278	-7691507.000
279	-7983026.500
280	-8253873.500
281	-8489829.000
282	-8693983.000
283	-8877450.000
284	-9036987.000
285	-9158189.000
286	-9246426.000
287	-9334224.000
288	-9402106.000
289	-9434724.000
290	-9446945.000
291	-9462601.000
292	-9475289.000
293	-9473255.000
294	-9467931.000
295	-9458643.000
296	-9460575.000
297	-9469594.000
298	-9463766.000
299	-9440112.000
300	-9404663.000
301	-9367099.000
302	-9334472.000
303	-9295126.000
304	-9254101.000
305	-9202721.000
306	-9138019.000
307	-9083051.000
308	-9052857.000
309	-9022904.000
310	-8973187.000
311	-8905164.000
312	-8833169.000
313	-8752339.000
314	-8643416.000
315	-8521695.000
316	-8410917.000
317	-8302628.000
318	-8173353.500
319	-8020847.500
320	-7859120.500
321	-7697970.500
322	-7514740.000
323	-7310453.500
324	-7091381.000
325	-6865462.000
326	-6640694.500
327	-6420150.500
328	-6198965.000
329	-5960950.000
330	-5728951.500
331	-5494391.500
332	-5287928.000
333	-5136952.000
334	-5068536.000
335	-5090488.000
336	-5178936.000
337	-5304440.000
338	-5456760.000
339	-5643575.500
340	-5859511.500
341	-6094455.000
342	-6317110.500
343	-6497142.500
344	-6625974.500
345	-6695350.000
346	-6690678.000
347	-6620086.500
348	-6505462.500
349	-6357110.500
350	-6153847.000
351	-5889591.000
352	-5583543.500
353	-5228344.000
354	-4817784.500
355	-4354809.500
356	-3827770.000
357	-3216250.750
358	-2551035.750
359	-1958780.375
360	-1486972.750
361	-1082237.125
362	-737533.812
363	-474750.281
364	-325822.500
365	-278782.562
366	-330494.312
367	-596285.750
368	-1228348.875
369	-2087036.000
370	-2980219.000
371	-3852665.750
372	-4626489.000
373	-5297208.000
374	-5871031.000
375	-6310710.500
376	-6604854.500
377	-6798772.500
378	-6919988.000
379	-6958259.500
380	-6926067.500
381	-6849779.000
382	-6752626.000
383	-6614517.000
384	-6469494.000
385	-6341878.000
386	-6209267.000
387	-6042162.000
388	-5865395.000
389	-5703538.000
390	-5581938.500
391	-5513073.000
392	-5523186.000
393	-5609559.000
394	-5755607.000
395	-5957686.000
396	-6189940.000
397	-6456884.000
398	-6779507.000
399	-7151474.500
400	-7511986.500
401	-7841264.500
402	-8141039.000
403	-8401964.000
404	-8604329.000
405	-8752166.000
406	-8864537.000
407	-8952532.000
408	-9044306.000
409	-9148547.000
410	-9226229.000
411	-9246520.000
412	-9255081.000
413	-9296725.000
414	-9342226.000
415	-9365842.000
416	-9365657.000
417	-9343134.000
418	-9332448.000
419	-9344721.000
420	-9349008.000
421	-9341841.000
422	-9327655.000
423	-9313700.000
424	-9298517.000
425	-9277151.000
426	-9256167.000
427	-9231400.000
428	-9199415.000
429	-9176582.000
430	-9153665.000
431	-9111998.000
432	-9040389.000
433	-8957570.000
434	-8889033.000
435	-8824854.000
436	-8760861.000
437	-8700640.000
438	-8623200.000
439	-8528803.000
440	-8424235.000
441	-8314223.000
442	-8198830.500
443	-8060402.000
444	-7900785.500
445	-7729906.500
446	-7551285.000
447	-7389429.000
448	-7235957.000
449	-7050165.500
450	-6813238.000
451	-6542198.500
452	-6275767.000
453	-6014391.500
454	-5778872.000
455	-5571768.000
456	-5387448.000
457	-5239221.500
458	-5128117.500
459	-5049464.500
460	-5036280.500
461	-5110968.500
462	-5240824.000
463	-5412344.000
464	-5636408.000
